"","Year","Month returned from trip","Sydney","Central Coast","Hunter","North Coast NSW","South Coast","Snowy Mountains","Capital Country","The Murray","Riverina","Central NSW","New England North West","Outback NSW","Blue Mountains","Canberra","Melbourne","Peninsula","Geelong and the Bellarine","Western Grampians","Lakes","Gippsland","Phillip Island","Central Murray","Goulburn","High Country","Melbourne East","Upper Yarra","Murray East","Wimmera_Mallee","Great Ocean Road","Bendigo Loddon","Spa Country","Ballarat","Central Highlands","Macedon","Gold Coast","Brisbane","Sunshine Coast","Central Queensland","Bundaberg","Fraser Coast","Mackay","Whitsundays","Northern","Tropical North Queensland","Darling Downs","Outback","Adelaide","Barossa","Adelaide Hills","Limestone Coast","Fleurieu Peninsula","Kangaroo Island","Murraylands","Riverland","Clare Valley","Flinders Ranges and Outback","Eyre Peninsula","Yorke Peninsula","Experience Perth","Australia's Coral Coast","Australia's South West","Australia's North West","Australia's Golden Outback","Hobart and the South","East Coast","Launceston, Tamar and the North","North West","Wilderness West","Darwin","Kakadu Arnhem","Katherine Daly","Barkly","Lasseter","Alice Springs","MacDonnell"
"61",2003,"January",638.9844555,196.5859814,253.5659435,668.1152464,597.7814894,45.0447254,101.8085679,161.2956685,141.41422,191.1209345,132.5527359,29.1794016,35.942293,118.2228697,503.4498461,227.8460819,167.9158996,13.2288964,90.7921775,150.5311328,148.2940175,132.7474854,38.5563184,97.3546406,14.0774207,46.5103677,13.1173036,113.6639974,314.0448598,89.437541,32.168676,74.4318415,43.7441316,26.2230189,443.2924757,516.4039895,353.6620611,107.8135702,65.3927164,75.2607053,66.0138302,32.9483494,78.3610322,101.6556424,143.112295,22.4908026,194.0860979,22.6233415,10.1919294,62.7712638,107.5779836,23.1753992,18.904713,50.5767809,11.78978,45.5580911,58.4528074,106.4894836,314.5397358,101.850871,278.9604923,28.1890367,87.0692706,146.9933251,54.3118573,67.0193975,60.6174104,14.691244,18.0952077,5.4861431,5.4879311,9.6450218,3.3617523,7.4001902,0.8015968
"62",NA,"February",664.7768865,101.1765401,204.5144,288.5287586,279.78374,27.4599132,19.681341,70.8880301,38.5553975,120.362578,74.9031191,26.2423633,49.650644,143.1927573,522.3308871,145.5618154,48.8492392,17.9399971,59.9656581,56.4481902,93.4800767,69.5517047,32.3849561,35.7730212,25.6589177,13.7350674,9.7493396,40.442428,140.7513799,44.6619618,16.7782095,28.7401829,20.467999,10.7953459,210.9156235,268.9818373,147.1774053,43.0637824,8.4829643,38.7759493,27.0961554,18.2867003,50.0235232,68.1333936,65.9857418,12.9765423,178.420963,9.0907448,2.0795018,55.7606577,46.7836151,8.9466329,20.7853336,10.2522477,6.1758806,28.5545009,27.7837844,39.9846294,201.3036953,44.6603877,115.9840764,13.5930086,35.6566701,80.4618777,31.0749705,67.7047874,43.1219016,16.1246151,28.1947046,14.2198932,16.5559375,4.860091,4.7722399,5.6636299,0
"63",NA,"March",796.4497494,114.1633986,258.415913,354.9213437,289.3208304,35.7489956,78.2144053,88.0063543,87.4344209,145.6982155,144.538612,9.6021054,45.4197461,118.0369884,576.9994049,93.2194445,69.6575987,16.6796645,76.7882884,65.4610458,67.855918,49.5364695,39.9693851,116.3766994,14.2945757,29.3033084,24.1499117,70.3802279,182.0385392,75.9125868,8.3596011,63.0382463,37.5269032,24.7889816,376.5700913,293.8723438,202.5513897,73.9176133,17.4021901,29.1546193,16.2076264,25.7682702,97.9286647,95.3992278,112.7676849,13.6374251,184.8788349,6.4313156,5.6746015,25.0071882,37.1533511,7.9689502,25.4762272,19.8605695,16.0483999,19.975807,14.9609794,34.712849,232.8224483,61.8260242,180.1276688,44.6355345,46.7562966,93.4578822,45.1315968,82.8924717,58.8173508,19.0549886,23.1606815,4.808433,5.1961793,5.3188138,13.8487314,4.6073472,4.7833209
"64",NA,"April",635.4344822,149.5144847,291.0952522,438.4698616,299.9590219,49.1947068,108.6810663,150.053828,109.2750082,246.9176576,105.0712351,48.7277827,68.2798142,139.9193297,501.7546406,118.194345,107.0890038,25.8252801,76.8955075,118.1195412,80.0719586,75.9335463,36.5155686,121.3385739,21.214508,13.9706741,22.1796356,109.6591293,212.0066829,82.5216672,30.7108087,61.0463298,58.6036641,13.8224509,238.7238375,498.3748547,259.5322684,75.4718822,57.9973193,80.7266931,47.0575659,44.745205,49.5321666,105.9284961,111.9195871,38.2361251,164.7835698,17.2732618,8.0585213,55.2846803,48.0015219,12.6782568,40.7380802,47.4229707,15.2520738,57.3748504,42.0081182,43.0057583,224.2240149,75.8082169,188.8275309,19.6499084,67.0058749,109.5847202,36.1914534,52.9369715,43.2259398,16.6378634,27.9829314,6.3990568,3.3375509,7.0813678,15.2309987,21.0182389,3.4778859
"65",NA,"May",711.339536,79.1360627,241.8257581,273.3922908,213.8370225,48.1850003,92.7200829,76.6270003,101.7963669,147.9155515,122.8858831,44.7776331,21.2611409,148.612863,495.510408,49.8322477,70.1332254,10.8558644,55.049249,51.8149683,38.2549536,72.31567,51.9187449,78.6141319,57.4242709,22.5530838,1.6588518,122.5449834,111.1302672,59.6984498,24.6173834,29.8985344,48.3850127,15.028908,234.8544368,402.3081813,216.1522513,89.8004666,38.3502685,31.028223,31.3165463,30.5033841,63.0926661,87.47418,98.4555401,64.1518093,193.3870764,14.7317796,5.9896603,23.8882541,16.2592995,8.7555691,14.7400396,21.4164092,11.4896205,75.939606,47.2580261,41.7539113,187.5305649,60.6628529,125.7423521,24.9208746,50.1528259,97.6994014,41.7390647,72.5733216,44.0071891,31.0245494,29.8930257,23.4911041,23.7141745,10.3295488,28.6922737,32.4998843,3.4291443
"66",NA,"June",616.2717518,121.7785526,179.3422076,330.8109393,241.978424,39.744623,86.8690836,63.5030279,72.4435934,171.4130606,153.0228662,34.4216635,63.9899615,157.3606017,686.3912365,86.8424818,80.9488595,12.7796182,71.2546286,102.6843296,39.551654,95.9315464,27.2301955,90.5883718,48.3940298,8.1387773,11.6804707,65.8538901,116.6133367,63.3567858,54.4828934,41.8081069,30.3844867,24.6923937,361.7211698,342.9774564,212.3694129,155.5525293,44.1003799,26.8004869,85.3353011,55.5513491,114.5213363,194.5783581,124.6166364,36.7538592,165.3202261,16.437309,2.6355042,28.985977,44.1427784,5.9999075,25.6301761,23.7915328,22.3521144,36.6904014,24.3433048,24.6343915,308.2161883,55.564882,166.6095183,63.2639299,49.872538,68.1127963,37.6475499,63.3760854,24.819893,9.3845822,39.0469752,6.0103765,8.2484742,7.6487591,9.2171712,22.0222914,5.6586608
"67",NA,"July",648.1829257,124.3674206,210.4145857,371.682414,245.5491629,129.5066734,97.0044238,90.3350305,94.2696522,211.4096952,131.7979054,42.4160949,57.9430244,189.2796515,517.3876517,61.5523329,79.0813946,37.2847218,51.0717353,98.6532817,29.5995412,42.2424188,58.6402023,128.8520161,33.9325349,12.2586469,8.7607789,50.0126571,143.3145639,65.1534215,20.5114924,46.2521268,20.5701423,19.1166371,273.6016825,441.4776091,207.1187342,123.1055894,48.1028616,54.0179213,42.3593697,36.7298636,134.0494337,146.018344,122.2046663,85.0735146,222.8903517,23.1521384,14.2142333,53.492255,39.7796942,2.8313439,16.6421338,21.9301055,11.7175473,61.4323963,24.6342329,31.2809128,243.8144809,56.3203151,179.3604375,57.0536043,66.1961041,58.7771449,12.7264939,44.5606999,26.198255,7.051549,47.9087435,24.9847776,37.1933416,19.708522,17.5711909,30.2907835,7.6489536
"68",NA,"August",718.1543898,158.9584955,227.0604271,345.8192521,226.5205796,115.3450445,53.8681428,136.8910848,113.4123086,186.8568678,188.3973759,44.0070674,51.0573498,157.7143273,487.9432015,60.5248322,53.6857924,21.5261069,34.9228919,63.1143041,65.414979,74.3824055,44.1919221,167.3586834,20.0217756,6.1223384,4.5170838,68.179758,77.2604785,91.5863302,30.7797708,61.4094856,27.474812,14.5766116,224.8952521,322.8859735,164.4953749,92.4466767,47.4680003,97.7336479,44.1633419,23.4523769,86.5768866,144.3872275,155.7188549,66.1355934,175.9243314,6.416808,11.141426,26.0274982,26.548981,1.0682324,19.359593,20.9770471,26.6054226,55.6811809,36.9165237,34.7355905,194.1571427,81.8194639,131.3501136,41.7407788,57.1746462,75.7110788,34.8282964,51.9339786,17.4425932,9.7839704,49.5231766,25.2065155,22.5774693,14.6928668,22.2066189,21.1610634,11.2280975
"69",NA,"September",609.1219897,110.1020439,226.9916774,346.0496083,211.9673976,85.0648601,108.7380402,118.5757291,86.2761586,228.6742106,128.0018721,51.5978366,54.7299251,201.596711,417.7810887,54.0886434,33.9795406,13.9015692,26.4225078,97.4716773,28.336734,66.917872,44.5075933,93.9520199,14.6683298,9.3567705,9.8993531,85.4462178,113.849337,57.808967,19.5730261,37.3237293,15.7424075,3.754439,326.7797467,415.9630586,243.6541015,111.1172084,63.8166067,57.104819,44.1297298,53.713969,78.2779415,147.3885942,161.1709183,96.6127644,207.9817135,16.7352442,7.6298207,25.2584982,31.7593851,7.8243602,22.0617319,24.2053132,7.595499,77.5433667,25.3419245,21.2416496,202.2464735,92.5546099,173.7581764,57.6397808,109.7182323,65.9423279,9.7533322,30.974975,27.6892667,10.9135416,70.7424783,42.8920556,43.0025312,20.1155878,15.5599099,27.714338,5.1027953
"70",NA,"October",697.6965449,109.7118134,250.8254729,398.9019375,322.8077675,69.9218535,122.845355,108.7271943,92.0243354,294.9983689,168.6432761,68.9998414,69.0835349,191.3235323,458.0976333,99.5712344,69.9040842,14.994401,57.2018964,123.007522,74.8663171,58.3830048,42.2769821,81.178477,15.6995504,19.2420047,18.3959013,51.2965065,90.4416947,107.5284566,23.634075,46.9532426,23.0324438,11.8186828,337.2976956,383.9720571,269.4988586,120.1527143,46.8892325,57.9070712,61.2971357,50.1792448,77.4634071,139.5521118,145.8326294,59.8353885,160.685455,10.2004374,10.900686,60.8378209,49.4531526,6.5135008,57.2487385,40.2057511,15.4405784,99.376159,47.8142257,65.5328541,281.7217301,71.4044037,160.9467128,50.9643496,86.5507684,88.5498195,37.5708185,78.7528971,53.6461297,22.0267472,39.4169931,23.1463123,23.3381565,7.7154457,16.4717955,29.4868375,12.9589211
"71",NA,"November",590.3513212,95.1141957,201.6548653,381.0727009,235.6750157,26.1695933,64.4409913,107.7568566,73.4731612,178.489217,118.5739716,17.725416,26.7612104,231.7320556,568.2730929,95.7166212,71.3617576,44.3228079,27.3922177,95.6425811,53.6443088,40.4868166,57.1411825,69.6292425,27.3066932,15.8774402,6.3824143,71.2929687,135.64753,83.7585332,25.6581511,80.4372858,44.0202759,15.811954,357.2186239,358.9151581,242.8859969,89.4324084,25.8625881,55.2723058,28.7748981,55.3407898,46.5776257,156.6400042,106.2147461,29.0088013,172.7998039,22.6130802,11.6624746,33.6763463,42.5767352,4.4057617,27.6281298,29.2674493,16.2763636,50.7810408,27.0568336,59.008108,263.3136964,56.1030244,159.243525,42.4031522,71.022584,72.5196034,23.5038023,58.6091665,49.5232932,13.1633135,21.53308,14.5832724,17.1051465,2.1489166,7.149648,5.7036023,2.1968924
"72",NA,"December",644.5710986,127.8608771,238.6063427,345.399936,328.6596424,33.1160029,63.9217208,116.6267322,66.6867337,133.659865,76.6766921,16.3771757,68.2759337,160.768052,470.0013597,117.947714,77.800106,13.2346052,55.7511211,110.467671,42.0760717,77.6580864,75.460278,97.5870124,8.4403331,24.3724418,5.2519707,63.8649836,147.8008855,57.0877184,42.2466502,42.9038295,22.6386139,14.2409239,245.1959653,399.2056609,204.1879605,76.8603098,41.1863242,58.7485367,36.1261335,67.1155199,42.1623116,96.7901886,97.4557839,12.1285079,190.0287399,18.4359361,3.0035499,19.3301169,60.083091,8.36126,19.4626897,22.0602506,10.7672527,19.984653,45.8078907,30.5288126,210.5134267,70.4375726,211.1859444,26.4471499,57.9889142,81.7691712,19.5282963,41.5556609,45.3200935,4.9688063,27.2616186,7.2088442,3.4885262,5.620648,0,17.9551826,4.594883
"73",2004,"January",767.8359461,239.9623341,360.2836177,693.2308798,527.9292056,89.4789431,100.3024767,154.2200151,75.5326399,190.8271546,155.5802641,27.344746,63.0510497,177.0245123,536.8020678,191.5746586,119.9703056,27.9643025,121.1450868,174.6671269,129.4479063,155.6717874,55.1989919,122.1497389,37.1976883,26.7157261,14.544288,85.2260081,330.1388404,77.5848753,22.4861105,54.3500605,73.5715176,37.9177099,402.6758719,478.1438086,350.259805,126.9340074,54.6198474,77.3079967,45.3399301,56.6947649,38.8197717,118.7878706,169.0473381,44.8673186,283.1480278,33.8156657,14.7312411,63.2829023,91.8270333,18.3735071,55.0986337,63.7980473,7.3985558,71.8885888,64.4459454,74.9877604,325.9768783,88.5307715,294.7211828,31.5629514,78.9806976,157.4354909,71.1124114,93.3860585,70.6719353,23.56678,21.794538,6.0629007,17.4811004,12.2634895,8.0950433,12.7061303,1.8460015
"74",NA,"February",618.3399907,158.2298402,192.5397889,311.5964742,327.7160383,26.6729902,75.6178332,83.9920161,35.8870443,97.4888352,124.819277,12.59864,48.0839294,128.8214709,457.564903,95.4666976,64.7696585,25.9339417,77.8648958,101.7443211,34.9501165,59.9608537,44.7495917,85.5158188,13.8605208,21.0851399,13.6149318,44.5570201,132.5108891,66.3491813,21.1909538,64.7348424,17.2552162,15.1353132,265.7758232,372.7161837,177.8994831,65.005221,19.9945523,43.4058914,18.8725583,30.8583083,58.6876242,70.4853038,119.0502413,11.4859169,170.8409374,11.1017395,6.6632037,31.3379162,45.3572112,9.5927532,22.7348775,23.1775753,18.0301497,35.1259526,29.6774534,34.1509449,173.5971783,37.2424663,129.3697774,21.6143222,33.5856473,107.4617339,33.8692921,86.6991579,60.2229651,41.5449343,24.5690904,3.2868675,12.255716,1.4051379,2.3242551,8.8804189,10.6214875
"75",NA,"March",687.624368,106.3642023,181.3198051,325.1079441,311.2572693,64.4410977,49.9224135,106.7175825,69.0700263,121.1595944,125.2578487,31.1912118,22.1478625,187.2991519,486.0351449,92.9132629,82.969371,24.9245092,99.9215141,80.1045103,58.4493673,72.6454485,62.6965326,93.3270367,19.6253612,32.0107602,17.9001918,68.8040036,156.6162873,34.0507451,28.4774789,48.0277471,20.9774187,37.2535841,298.5655072,364.2358233,210.9893733,63.1701402,35.6516666,5.1749119,15.8568206,21.132065,46.8685082,65.8284756,110.008532,12.5030089,183.4635869,22.8715255,18.8131692,38.4412974,43.1470949,10.7135161,32.1606238,8.752719,9.3011649,32.4341675,58.6619713,42.3705064,269.5045778,47.7918409,168.4636854,22.1484166,101.5352539,137.5959582,46.2880395,84.5642831,61.0087633,37.3552042,22.0386362,4.8599966,6.9196561,2.4050315,2.276183,7.8304159,1.3243562
"76",NA,"April",686.8541256,167.400918,307.2552445,505.3770681,311.2069402,28.9528802,97.1611025,114.3605964,79.8389474,230.5503668,184.7885173,37.2185048,60.9913046,123.2066607,565.1002115,115.7773815,81.3359155,45.2822638,93.1245424,102.3368097,46.6333029,114.395859,48.8033802,112.3538227,23.0954613,31.0122132,10.7552196,109.1690194,192.2540117,107.1346328,22.3488472,42.0480197,56.2221479,11.7343697,310.2945704,486.8468243,237.6258103,85.8480973,18.9250321,51.8872018,122.3601722,30.6533339,80.0406068,103.7338614,97.1890293,44.2127845,257.9277929,21.4617587,7.0385082,66.6703893,78.9463168,11.1339031,29.9114258,43.5215149,3.3746688,45.480711,35.502405,84.0542373,251.6775434,75.249747,262.1927548,38.7722963,56.3855105,116.1428877,49.4859493,67.0459243,42.701158,30.7958074,32.0546978,24.1653918,6.5485274,3.2152885,18.2152231,14.8315393,3.6311866
"77",NA,"May",655.6278864,134.6970301,239.0817952,268.3865315,218.1873587,31.2545902,84.2492326,86.2958508,58.6511507,219.1645929,130.171123,56.4271513,59.4787091,187.3668135,595.2508201,64.2888721,104.5926808,32.3316195,42.3531091,117.7363291,54.1579739,78.6587304,30.1105476,106.166241,34.289016,17.791351,4.8160528,84.3183513,116.5614987,77.961838,29.9911926,55.0506408,45.2346516,10.5586974,250.2556631,352.2203476,273.196367,64.6836176,40.5642214,33.5808909,51.3105842,47.7833587,95.9886472,129.9637711,119.2406842,41.8377187,219.7541909,22.6532305,14.5795041,65.7796929,31.0445988,13.0201785,22.1890011,39.2473517,34.516934,47.2513577,30.7796051,36.1294092,288.3933515,52.6841748,145.7001369,31.4453707,41.0692679,90.8458205,16.9257289,63.0383319,27.2133427,11.4104435,35.7496025,5.5916625,28.1051786,8.8109701,12.1866266,9.1010159,2.5874113
"78",NA,"June",671.5468545,82.2054657,186.3786241,288.429441,206.8847615,37.7545902,64.2510318,81.4210185,67.299821,103.9518215,179.859447,19.6484306,51.9107231,168.1626305,518.0754146,88.2543382,46.9882659,25.650543,41.3436398,85.5926275,25.5543784,55.8410097,24.4107996,49.6471778,6.5313787,31.4807188,5.5562846,65.117699,140.4354052,52.5856498,13.8108746,36.8831957,20.6774453,2.7582545,230.9799731,353.7517395,252.4070332,55.8054234,47.5894691,32.1320361,22.0260987,25.39122,71.675197,211.8677619,171.9734213,54.9907851,161.0230292,11.6975299,5.7491868,25.6798617,34.7305532,2.8277539,11.2627083,35.9907632,10.5142946,45.174611,16.2291439,17.6815932,241.8126671,42.9385668,112.9535673,47.3215222,37.0422508,98.3317958,25.0360599,52.0060575,41.0314158,11.5109445,37.259827,16.8213239,11.5302085,8.0897345,12.740509,30.6920933,3.4577722
"79",NA,"July",612.97116,86.9149603,206.1264753,393.3404104,220.5652437,100.071173,68.8789039,98.5149345,89.3688135,205.8137942,152.8927159,41.9300503,58.3337239,155.9722358,508.9798483,64.2267152,68.0214971,17.384313,54.6963527,78.2796163,33.0764409,60.3640295,44.1098402,119.3299465,17.5140297,19.0460509,21.3334658,64.4593758,101.9093594,117.144969,48.0848912,66.0823206,39.9782813,10.1690062,283.8787021,424.4008406,287.0897326,83.8647123,71.2827111,56.50596,53.5562555,40.198743,135.2666468,201.7353583,165.9891375,65.6584905,207.1275024,26.3336133,18.6290883,39.093582,41.874691,10.8684899,40.8142533,21.8604686,10.4035492,58.5428483,20.3464177,53.6316244,305.0324842,60.652615,159.9870621,94.3966852,79.5390762,55.6077776,6.4400613,37.5188914,23.3044892,1.9949504,110.0635678,53.0493518,61.8155855,27.2950004,33.8238728,61.2613967,22.4430466
"80",NA,"August",586.4144246,100.4403325,217.1150545,283.0563108,217.9380685,166.3660159,82.4015807,62.1884308,61.7146867,126.482991,115.7154476,30.0597318,23.2249856,124.0336905,564.3670824,113.1550495,62.0152303,26.3910464,22.9743416,79.6940311,25.7888719,61.4801266,52.4577437,152.0344564,38.3434613,0,9.2320558,73.4626078,135.6093413,37.3546303,6.6731125,30.0154562,21.3769662,15.7123791,297.8093809,392.0389695,252.4008042,157.6080029,47.2340594,54.4691212,64.1348279,52.0541238,105.8652192,137.0417673,167.6714636,80.3837505,204.0661583,12.6928262,23.1822409,29.1171656,27.6379161,0.9679761,12.7435819,29.0070128,9.8656444,30.5859026,34.7212711,36.5042768,229.8969691,63.3137301,127.8098885,48.5233608,68.0319694,92.328402,15.9686416,45.3427037,15.7560626,3.9912847,70.687324,33.7926689,43.6041787,6.7192363,12.5006482,25.0638663,11.8572249
"81",NA,"September",639.2621922,95.7781693,195.8952717,309.1944753,177.5319716,80.2273902,62.3826572,104.9809143,82.3431903,163.5303746,138.8557714,55.1314069,27.7893078,149.4457956,465.7467405,68.8760847,75.4222152,19.4665453,37.2089688,60.1375307,34.8173748,32.6965766,26.5071225,110.4018876,35.2885707,2.1430158,10.0530906,58.5799885,78.521477,47.7306916,21.4974019,45.4818768,24.9494543,14.3744565,311.7742935,354.7179117,252.0954967,111.0408882,69.2550307,72.6530254,68.3046344,51.232504,83.5344832,190.3480586,165.1690523,75.1540649,186.3624138,23.7150347,16.9930019,29.5731542,40.5881092,6.8615713,15.0926395,45.5195884,16.5837365,53.1366215,19.9878302,27.7395546,237.56069,75.7005394,133.8485752,64.4332809,85.6469646,44.7230765,13.4543579,41.557714,26.5805663,6.0827421,44.2528665,18.2937512,17.8308537,11.9840503,10.646051,28.1139599,7.3370952
"82",NA,"October",727.5349439,118.0051693,210.3270209,422.1693571,340.6673496,41.0889425,73.7970404,113.9048318,136.1141648,250.0372463,144.0452572,40.0108704,50.6656566,200.6286733,429.1792182,62.8463055,45.6975792,16.2912178,50.5524436,88.0085419,76.9888355,51.2310268,31.9316361,95.177322,24.5852144,20.7721546,8.5814652,87.1954282,124.9145221,70.3858099,12.163011,38.1739177,28.5358909,10.8566448,346.790309,429.6573457,286.1029136,158.4408995,42.7252123,84.282004,73.3328893,13.9021181,84.9162622,154.6595472,168.1928809,51.8774183,190.6678827,31.573719,12.3089061,56.8363512,61.021717,5.665515,32.8108721,40.5233348,24.8330761,71.464083,37.9233655,56.1830526,277.7634144,88.6245811,196.8052968,44.7316995,95.5683269,95.4028242,30.7173774,94.3940713,37.0903041,19.622003,42.4339739,25.4095533,13.4674103,7.4352454,10.204985,19.8944269,1.2169412
"83",NA,"November",625.3871563,79.0228566,219.8437514,370.7964306,222.8283855,70.6546734,102.4666003,159.7125198,85.2642304,137.3415643,108.5030586,27.309294,45.1236426,125.9414711,551.6595179,82.9042765,72.8211887,30.8568983,48.6052583,73.3332235,82.6926136,61.8100737,85.0420487,129.6739524,19.3148578,27.6462786,10.3865458,86.8775026,89.4037683,68.7757385,18.8369793,65.073174,25.1843269,15.1265644,299.7522319,414.5476896,206.1531569,57.222374,32.2948974,42.2298923,61.7646705,20.4439022,63.8428125,79.7145896,62.2493293,54.7898274,190.6768567,5.8813397,7.3804399,47.1877477,39.030735,8.5612901,42.5944773,41.8957209,19.6619245,30.7863891,33.2736849,33.6239026,246.443253,52.5633878,144.6806808,37.4486282,67.5512523,109.3667927,39.0256023,73.8752386,49.3143277,23.5834425,29.4445086,2.6830312,9.4733936,6.7796148,8.7526263,5.8377755,5.9002403
"84",NA,"December",549.329594,144.3037274,170.5523367,281.3666986,197.7445621,47.8720062,75.3000343,79.0692035,77.1504824,158.4243057,81.4162426,34.0453067,27.9479259,159.9725381,435.670763,77.5382413,65.5391757,10.2483716,46.4748993,86.3062249,66.8981214,63.5319916,49.7456513,55.6004678,25.8575375,27.1831383,24.8984752,57.0861604,139.8518339,64.3168806,20.8185866,53.2889576,29.0243186,16.9629429,275.0224531,416.8004756,231.1040572,135.0237172,16.38363,29.5217741,34.5729347,30.9516456,52.1933576,100.9301231,106.7031268,19.8255783,203.7154491,17.6434877,5.5816294,36.5650701,28.5633322,5.3127785,21.9225576,21.5975117,7.1340287,27.9171125,16.2869124,25.2264063,205.9946795,48.1186844,147.8835439,33.5536484,45.1894027,90.4604453,21.445105,55.6046926,35.7330615,10.9925467,20.1321164,8.8850137,4.5673367,2.3596448,1.2340695,9.419392,2.669452
"85",2005,"January",711.6423689,203.0633433,296.7148829,557.708475,579.7590482,53.7265011,67.6088123,138.1332635,72.7507378,214.5064556,153.5914545,27.0302966,54.3919461,208.3450186,618.9130736,201.2920357,141.0015414,15.3784756,95.7605185,193.8472327,170.9175104,112.4277539,32.2913552,129.9324908,25.3622327,29.5974099,19.2129558,82.7045482,339.9264547,49.9464147,21.7086973,50.003036,51.0420247,23.934996,406.5401551,489.7929296,442.8771589,131.434334,21.8799836,69.3632516,70.9789614,62.7259849,74.5753829,97.7503829,104.4085401,28.8736839,223.8899013,11.3323297,8.8429715,78.6391958,96.2443211,13.3518579,33.1859483,43.789603,18.0717864,41.372206,34.7544327,70.1338368,266.8096363,80.3891994,273.0308396,24.2138913,44.0614055,161.2350631,71.5532642,90.8962157,66.9069991,34.199415,36.5939487,5.6617923,9.8002728,6.6363228,8.1133636,20.2996748,3.8258272
"86",NA,"February",625.2612026,110.0717748,220.7157708,262.8333957,264.3863297,51.7336715,51.991946,72.3638742,48.5383966,110.4931519,55.2535764,15.2719208,38.3030444,125.8473141,421.777969,64.2606895,57.225509,16.518235,33.0671268,86.5561381,88.9472683,71.5685075,21.3220765,66.2633758,34.894596,17.3889086,5.3175792,36.4844368,143.549794,45.0411276,17.9937744,28.6025279,19.4487588,14.3264846,270.7046198,270.5396143,224.4329357,87.7028228,33.718459,35.9429079,32.5427189,20.63168,61.0918153,96.3284785,100.1809647,36.5815902,138.3374283,9.4356572,7.3634318,39.5300806,32.3759205,13.0709786,18.9555524,18.0814634,9.8720893,25.9192289,15.5150725,30.0489482,207.136624,30.9877072,128.5890047,23.8495167,39.6538298,114.513653,44.9172387,48.9734939,41.5550616,18.7715954,12.5881701,0,4.3700344,2.2033302,6.3597896,2.7064062,0.4505674
"87",NA,"March",623.1303102,107.6159179,228.2732599,387.8086732,320.3227262,58.6406358,80.456069,137.1839669,79.4884876,175.2028691,104.5355382,18.0944372,50.0876786,189.0892162,528.5150303,107.1230305,104.9917635,42.349811,58.4841348,91.8208154,45.0147869,81.1071772,40.8311023,113.7609659,34.75915,29.3065294,24.900996,59.8385546,177.4518464,101.229866,24.2486565,46.9814193,36.1975398,22.7271846,318.3179688,390.366253,361.2983667,102.3457319,37.1663528,21.301176,23.0875454,27.0040683,32.9235517,64.9089323,116.8069772,17.0750214,216.9623952,7.4815397,8.4059125,50.667469,57.1414139,4.077378,41.9292648,38.2287367,11.4646961,28.8474509,24.068993,49.3343978,226.4794895,48.8552907,201.3229649,30.6260907,67.3432226,108.5131049,48.4201978,84.5734217,54.9275826,23.6155526,23.4556297,20.3236992,8.2278558,4.1244516,2.655418,8.4180169,3.1862488
"88",NA,"April",591.7652604,94.2175168,243.5457938,364.3454397,255.5590011,53.3946378,88.5960483,90.4495733,75.0664577,182.6847074,125.646547,43.645585,83.4628777,176.8094398,498.4721363,66.9822408,72.9368634,29.7135371,34.1493178,91.6895939,62.245987,74.9331829,35.7186834,95.4325563,29.3248617,15.6186049,15.5517866,58.5406888,106.7680328,62.291085,19.1343157,25.4002301,39.76946,10.2233288,323.1555313,396.6523593,267.4093863,115.3478083,45.7924838,51.0941135,33.9152477,33.2966921,67.575906,63.5996618,106.0707934,55.4189465,141.7103176,9.154371,9.474592,22.6267532,53.6316547,7.6041186,40.0034168,21.2233406,6.2294707,47.9983158,23.7735363,35.8317545,224.2448101,66.8013938,168.4700417,35.1755438,49.0634683,78.9598911,40.6733094,57.2081396,63.2807798,27.0362486,39.3821466,23.6790997,11.7757801,2.6640135,19.7566224,16.5569293,4.8809078
"89",NA,"May",613.9724477,84.6741555,206.8798916,283.1815687,200.7885235,22.0055389,86.9884635,78.3364826,120.2622809,140.9116965,113.6413355,24.1536774,60.8589842,143.183885,516.0563004,57.359584,54.392129,31.270209,42.8311548,54.18833,59.7710281,59.2881814,52.5064462,107.4302312,32.3355083,14.4905238,5.8150179,49.0375095,112.5500118,48.989964,26.647941,26.8500412,30.699227,9.1140918,238.8486873,371.5265896,224.7097352,75.349082,22.6810879,34.3237217,59.1806283,27.1157156,136.9138308,124.6576727,92.5937304,55.7934514,155.0831573,15.7812899,3.4944637,27.8553081,36.9103681,5.2453197,31.0208468,31.1489855,22.2758416,45.0985157,26.4815223,28.3626192,218.2476531,40.4075761,116.3314347,54.693314,55.6054274,90.3334254,17.6192666,44.6158916,26.6037873,7.6924737,59.5805798,10.0156423,24.0914484,8.1693314,19.4198708,25.198585,1.4151934
